comments,sentiment
之前的电脑比较卡，所以买苹果电脑了，用了10多天，不错，速度快，满意，京东的服务不错，之前在京东买的打印机我换色带的时候出现问题了，可能是自己操作不慎，打印机打印出现整体打印不清晰，在京东申请售后后，过不久就给我电话了，这一点值得肯定，还一直打电话跟进，表扬一下,0.0004604165760768719
擦擦擦擦擦擦擦擦擦擦啊,0.00046818169727147474
还不错，有4次充电循环，问了客服说正常，就是还没习惯使用，软件资源也不好找，慢慢适应吧,0.001258720739762409
刚到手几天，整体感觉不错，电池循环次数为0，激活日期也是当天激活的，目前目前没发现什么问题。,0.0016726172786554194
商品质量没问题，扣一份给京东虚标的价格。还特意换了京豆去领券，搞得挺麻烦，结果实体店也就7600，第一次京东买货，没想到还不如**实惠，就此手动再见。关于商品，对比了下还是pro更适合用起来，这个分辨率真的不高，建议还是买pro，配置更高，自己换硬盘就行了。另外价格，呵呵多去实体店看看吧，其实一样，而且现场检验，不会有翻新机。,0.0017660131046356442
垃圾 开机键经常失灵 怀疑是返修的产品,0.0023703279403334276
为啥买了半小时后，又便宜了200块。。。。还没有送包包,0.002931785163996503
都还好！就是刷了我两次卡目前暂未收到退款,0.003542436867856269
128G闪存太小了！苹果就是坑货，256G闪存要贵一千多块钱！,0.003759405895095602
差评，女朋友非常不满意供应商的客服态度。还埋怨我一顿，因为买个电脑还吵一架。不划算。,0.0039039197730353914
擦，注册了ID就不能退换了，不满意,0.004170296509979243
怎么说呢，激活不激活根本体现不出来，和手机不一样需要告诉你，所以。。用着没问题就好。,0.004811669171158717
东西还可以 只是玩炉石一定时间后容易花屏卡死,0.005850977150625214
用了几天，总体感觉可以，新机器，电池循环2次。,0.006445408443972789
至今未发现问题，好看，系统稳定，就是开增票麻烦了点,0.007708264746005278
这包装，还能说什么？内裤个腿！！！！其他MacBook的老毛病就不说了，无所谓&hellip;,0.0092453167665143
刚买就降价了，晕倒，两百块没了,0.01047197103595554
买的笔记本送的本套，东西没问题，就是苹果系统不太适应，打客服电话，苹果售后态度特别好，不厌其烦的指导,0.010559334860471448
能退货吗？电脑太卡，用不成,0.011737861701652252
不知道怎么评价，就是不给装w系统，要自己装,0.013783930404085654
6千多的电脑没有耳机就算了，竟没有鼠标，哎，，算了，还是给你个好评，习惯了好评,0.017569382406064316
东西还可以，就是不知道为什么官网显示电话服务过期，是不是有套路？,0.022060628919844727
不会用，不会用，屏幕分辨率低到尘埃里，装了一个win10系统后内存明显不足啊。,0.0231857126936027
非常非常之难用，我真想扔了，又觉得可惜，几大千呢，哎，朋友们三思啊，苹果手机还不错，电脑真的是超级超级超级超级难用，浪费钱钱，还是之前的联想好用,0.026062627221947965
第一次使用苹果电脑，设计这些就不用说了，要不也不去买，唯一系统超级不习惯，用久了感觉也是很惊喜，唯一的就是不知道去哪里下载软件....,0.02639299946452467
东西明显启用过，不是全新的，好在没发现什么毛病，懒得换了,0.0264057362935729
感觉还行，7588，就是没免息优惠。屏幕分辨率不咋滴！！唉卖就卖了。不提了，要熟悉下这个系统。,0.026947298364896954
按键太软，接了外接键盘。屏轴太软，不如mac pro，有点晃，开合注意力度。但真的轻，比较便于携带，?还是装了win10，当生产力，没出风口解决了我在床上画图纸有纤维或者灰尘到电脑里，不用清灰，待机可以。装win发烫，不玩游戏可以考虑。,0.0318152603076286
收到货，买的当天就降价200，现在申请保价！,0.032569472060546834
真不知道京东的好评哪里来的？就这样子？售后服务呢？sb 真气人,0.03533801868423103
质量过硬，IOS系统使用不习惯^O^,0.03825860411983095
电脑使用挺满意，物流也很给力，送快递的小哥儿态度特别好。整体来说很满意，就是对普通客服不太满意，几个客服说话都不统一，对总部高级客服服务态度还是很满意的，处理事情速度快，专业。,0.039553282859033034
怎么刚买就降价了，可以退货吗？,0.0423302666237404
值0,0.04237891162212004
还可以。买完了没几天发现便宜了200元，晕倒,0.04276255835406961
轻薄 用起来很方便 不过一分钱一分货 跟pro比起来差多了,0.042888555648798454
价格比之前有点小贵，但是急着用，没有办法,0.04477133925855037
电脑很好，就是感觉发票不是正规发票,0.04645428806681451
用了一个多星期了，总体来讲没有我想象中的那么好使。首先刚到手的时候电池就已经循环了两次了，可能不是新品，心里并不开心，这一点给差评！其次，反应速度并不快，有些软件点击后需要等好久才打开。第三，自带的词典并不好用，词意解释不准确，下载的词典又不好使。综上，此次购物并不满意！,0.04808803827739527
京东售后还是挺满意的，第一次换货竟然是我买的这个电脑，一开始有点担心。后来看京东售后还是蛮给力的。像是要做大的准备,0.05301854257222427
电脑很不错，就是系统不太数量，计划还是换win7,0.053068675850010516
电源适配器质量不好 其他不错,0.05503484038255324
电量前5次用的时间比较多，现在电量不持久,0.05975447675772072
机子是很新，也很快，但是一查就发现技术支持过期了，再看日历上面，16年中之前就已经有人用过，留下了不少痕迹，而我是17年2月买的。所以确定是个翻新机。第一次在京东买这么贵的东西，结果失望了！但是送货速度还是给个赞！,0.06104210151609735
还不错，帮朋友买的，不过才买10天就降价200，好亏感觉，客服说过了7天没有价格保障?，好坑,0.06201509525567106
帮朋友买的，按时送达，她说没有问题，好评,0.06791588811199045
买完就降价，因为有赠品还不能退,0.07181283695926188
系统让我很纠结，不能用网银！不知道要不要转卖出去了,0.08334924466172533
查了电池循环次数为：1，激活日期为到货前一天，保修日期一年，应该是新品。还在适应mac系统，主要看中的就是续航12小时，也就写写文档画画原型偶尔做图，对性能要求不高。,0.09126346861414192
开机开始进不了系统，还以为是电脑问题，后来才知道是操作问题。,0.09625167712971594
开始我没开机查了半天，查不出来真假，后来开机激活了下，能验证到了，是正品，,0.09819385706514172
刚刚收到，手感很好，电池循环量为0，客服态度也很好～很棒的一次，下次再来买。我不是水军哦。,0.10141450558495946
轻、薄，总体很满意，唯一不足的是os系统下字体有些发虚，看着难受，win10系统下相对好点,0.10225470396491532
没有瑕疵，用了几天还没发现问题，快递非常速度，好评！,0.10286752848393277
还得说是京东快递给力，头天订的，第二天就到了，质量没的说,0.10480914088945359
新年买的，还不错，就是保修日期不对，联系苹果售后，改了过来,0.10530659463669634
太卡了，玩个游戏都卡，都想退货了。换个一体机。,0.1201782843762127
硬盘小了 想换大的了,0.12682842545011352
满意，只是买早了一星期多花了三百元。,0.12769214800951745
目前适应一切正常没有问题 价格比双十一贵了500块钱,0.1283503573075001
年会奖品~我只是负责采购的,0.1331321930141921
电脑应该是正品，但不能装WPS，我要你有毛用，郁闷,0.133604030910484
东西很棒，快递师傅特别给力，配送师傅辛苦了,0.13695382153014357
送给朋友，京准达送货非常准时，京东是最好的快递。,0.13912068801697397
还可以吧，感觉6诶呦实体店里的好，还可以接受吧,0.14184395283943796
百年难不成吵吵闹闹看,0.1424989797395464
切记 如果你用的是网页登陆的网络的话不要买 打游戏不要要买,0.14646188669197602
系统不行,0.15159418044473327
第二天就降了两百，还不给保价,0.1531597071564612
机器很帅气，拿到手第一件事学习弄  Windows  弄了半天，网上的教程有些是很有问题的 ，妈的，弄了两个晚上。后来整个盘格式化了，重新用 网络恢复  再弄好。  跑WIN10还算稳定，虽然性能一般般，但是现在驱动做的很好，办公没问题。  没用过苹果系统，就不做评论了。,0.1545834205332849
到手没多久，还没习惯苹果系统，先用着，用得好再来评价。,0.15614859314929652
买了没什么能用的都下载不了,0.15660315973726602
啦啊自己咯涂抹来PK呕吐哦哦,0.1595173797248821
充不上电，包装已经打开,0.16017225833489446
给领导买的，价格不贵，自己加装系统,0.16275192472138778
好东西，系统不太习惯,0.1660510877084096
送货的时候能不能打个电话,0.16692447539118138
何处TD句4G各地肌肤DV机,0.16794469486224928
不错     ！！！！！！,0.17143927796009417
只能給100分,0.17225846320034377
不错，要是力度再大点更好,0.17310207534209354
好评好评好评好评好评,0.18112742721646657
苹果产品一直挺好，就是还不太熟悉系统，刚买降价了，不过客服反应补差价了。还不错,0.183764260224068
可以呢................,0.19999999999999996
苹果的东西就是好看啊，可惜硬盘小了点，买大点又贵那么多/。。,0.20069863879219918
电脑是帮我侄女购买的，用于财务方面的工作，当时购买的时候是6988-600.成交价6388元，连续几天一直降价到5988.京东也补偿了400元京券，算是不错的了，作为一个老客户，这400京券和钱一样的我觉得，毕竟以后还要在京东买东西。同时也补发了赠品，支持京东。,0.20302728522914604
配件太少,0.20753791777591224
鸡肋用品，不过款式还可以,0.20810088274188576
因为对电脑需求不高   所以感觉也没什么不同   只是操作系统用的很不习惯   第一次在网上买这么贵的   为什么心里总感觉买了假货,0.2093215370643169
一阵阵新机的味道，其余还待使用,0.21258026582927225
不太适应,0.2165424149815669
how to say? 用过R屏幕再用这个屏幕，表示眼睛会瞎。  另外确实轻，电池还可以。就是8gb内存对我不太够用，不能一次性搞到位,0.218783744317945
东西还行吧  没用过正在尝试 好多软件不支持  可以装双系统  客服态度很好 快递也快 不错,0.22149797112372915
未拆封，送货快，用着没问题！,0.2312911749210258
2015年出厂的 ，过了保证期了,0.23278028024902708
东西特别好，给五个助理一人一台。,0.23327136915062974
帮朋友买的，买回来加装了windows系统，现在是双系统，挺方便使用的。,0.2371389910028351
Mac用起来真的不要太快哦，一整天都可以不用充电,0.23781487948749347
买完就降了300块，表示不开心。,0.24934253268358775
用着很好，电池循环2次。,0.2522283184952566
用了2个星期还可以 目前没发现什么问题 物流超快 下单第二天早上就到了,0.25537551772099676
用了2个月感觉不错，只是用不习惯苹果系统。装的win10,0.2589175186809233
特价时买的，苹果的系统用习惯了非常方便！,0.2598582494165679
非常好，京东自营就是靠谱，物流还迅速，服务态度还超级好，比其他店家要好的多！！！,0.2717904410090318
给公司买的，不知道怎么样。。。,0.275515597191486
垃圾产品，字体狗屎一样！,0.28039984569830434
系统好卡\n朋友都说是翻新机,0.2886561386351727
收货速度快，货品包装好，京东自营就是好。,0.29135551434713036
电脑包装完好，使用起来没啥问题,0.29295371900910083
用了一段时间才来评价！东西用着什么问题都没有，服务好快递也给力！,0.2985337746347002
液晶显示的效果很差,0.3018072129042314
跟实体店应该一样目前还没问题,0.30395556961424897
感觉还可以，系统上感觉不到什么，不好的就是软件很多功能都限制简化了,0.32679893582433506
1,0.32689832689832665
买来也是装WIN10,0.32763950226921856
做活动买的，不算最便宜，比实体店便宜，还没用上手，还没习惯它的系统,0.3330415000230834
可以的，就是没送什么东西。,0.3393400323842568
1，外观漂亮，做工精细，轻薄易携带，电池待机给力。\n2，装了一下win10，还是比较容易，和osx基本无差。\n3，屏幕虽然不及pro，但比我之前的联想y430p要好很多。\n4，阅读文字时，字体看起来略感吃力，放大到110%后，能接受，没有明显不适(我觉得还好，也许是我要求不高吧，哈哈)。\n5，快递员不让拆开验货。\n6，开机声音可以去掉，但是我查了半天攻略才搞定。\n7，目前没有发现问题，用一段时间回来补充。,0.3451787376395471
新收到的苹果air，背后有一道非常明显的划痕，不知道是不是买到翻新机了？,0.3499984771553528
不是我用的，物流就服京东。,0.35010189914717627
公司用的，习惯好评,0.353458885036526
还没用。,0.3579523919155472
还不错  就是应该送点礼品啊～～啥也没送～～～,0.3583874435880736
薄，跟笔袋放一起的效果可以看到。非常的有质感。不过USB口少，需要配转换仓和蓝牙鼠标。在京东买比专卖店划算多了,0.3585747121152749
还没用。比官方店报价便宜些,0.37204562493161997
昨天买的时候有赠送一年乐视会员的，没有收到啊,0.3738038099737503
不错喲,0.381013785316458
就那样吧 反正就是想买来体验一下这个东西,0.3837873777475719
用了之后再用别的本就不方便了，手势控制给力。,0.38447538909791856
刚收到货，还没查封，期待中,0.3873639350531699
不尴尬*就看了吗发个好看吗,0.391334631620078
完全不会用，不实用,0.39396180741304065
不会用,0.39570274709471487
京东厉害,0.39581697416954953
第二台了,0.39798446611396865
习惯好评,0.3989690882035051
帮别人买的，没有毛病，全新机器未激活，刚拿到机器时查序列号有问题，然后等了几天就好了，可能是数据不同步吧。机器没有问题。,0.3990548306026711
。。。。。。。,0.40000000000000013
通过百度和帮助文件，摸索了一晚上终于适应了mac系统,0.4019201953285221
苹果笔记本，它的外观相当好，又薄，逼格很高，就是不是太好用，用的不习惯，我是激活了，以后想退退不了了我只能送人了，大家如果没用惯苹果的东西，不要买这个东西，这个东西不太好用，做样子可以,0.4049462705290623
机子帮人买的，用了两个多月暂时没有什么问题,0.40717725553038486
总体来说还是可以，但是因为初次收到！所以还带开发，希望不会有什么不适，但愿真品！,0.41103967463930824
电脑真心感觉不错，一开始系统不是太习惯，但是用几天后还能适应,0.41390313466669926
非常好。。。。。。。。,0.41688232923962054
电脑好用，新系统需要适应，触摸板好用,0.41979816202322895
电脑很好看，符合要求，比其它牌子电脑好看，就是有的东西不兼容，还在摸索中,0.4214031793145553
暂时用着没啥问题，全新未激活。,0.4217666746735218
苹果的笔记本就是好，真的是不服不行。小米再怎么山寨也无可匹敌。,0.4235338705483116
还没用，看着就喜欢，先把微星弄好再来。,0.4342525610574347
就想说两个字，呵呵，,0.4342787963200557
第一次使用还不习惯，在摸索中？,0.43437181229532107
好评,0.44578313253012036
好评,0.44578313253012036
好评,0.44578313253012036
还不智,0.44947321717274114
买完就降价,0.44993086208654187
当天早上定晚上送到，外观好看，系统要慢慢习惯，只是买了之后就降价200，这是什么意思,0.4505987960343969
系统真的需要适应，但愿这次买的没有质量问题,0.4583031440553039
还可以，就是贵了一点。,0.47251007015865887
棒棒哒,0.4737672181921908
混个京豆,0.4737672181921908
什么时候可以发货？什么时候可以发货？什么时候可以发货？,0.47663312593458873
下雪天收到的，太谢谢快递小哥了。包装的特别好，而且也特别严实。所有物件都有单独包装。测试后是正版，电池为零循环。使用还不错，但苹果系统需要专门再学习下。,0.4813493435515417
不说了，苹果还不好吗？～～,0.4822336309285171
简直就是一件工艺品。绝对值得购买。,0.4872075274476473
不用多说，比外面买的放心,0.49944572034787715
6666666666666666666,0.5
。。。。。。。。。。。。。。。。。。,0.5
1111111111,0.5
5555555555555,0.5
6666666666,0.5
bc,0.5
。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,0.5
33333333333333333333,0.5
very nice...,0.5
暂时用着还可以。,0.508887425022628
刚开始用，相信京东质量,0.5092517816015297
苹果。。买来装win10,0.5121259393355986
挺好的，就是买了第二天就有赠品了。,0.5175613700176626
还可以吧，没发现什么问题，cpu好一点的话就好了,0.519606418169912
还可以，以后还会再买,0.520052066315248
可以,0.5262327818078083
啦啦啦啦啦,0.5262327818078083
ok,0.5262327818078083
的,0.5262327818078083
一般一般一般一般一般一般一般一般一般,0.5262327818078083
能用,0.5262327818078083
macbook air这款还是非常有性价比的，有usb口方便平时的日常使用，不知道以后是否会被更新，macOS 也非常方便使用，不用像windows那么复杂，128基本足够使用，如果后期不够可以自行用sd卡增加容量。,0.5315468072240527
好。。。。。。。,0.53355414894964
不会用，惨,0.5410863192861498
不会玩,0.5445093713379834
买了不到一周就降价*！！到手价*,0.5456265085284285
挺好的，暂时没发现什么问题,0.545851467567052
预想不到的速度 晚上订货明早到货 期待已久的产品,0.5488157591139043
还可以吧233333333333333,0.5488180064031624
除了用不明白，其他挺好的，真的不适应这个系统，但是我喜欢她的外表。对，我就看脸了,0.5608561114265311
好好,0.5683760683760685
电脑美观大方，唯一的缺点就是太费电，用四五个小时就得充电,0.5714877234895774
还??,0.5738749797015925
还可以,0.5746682977321914
还可以,0.5746682977321914
还可以,0.5746682977321914
苹果的笔记本反应就是快  屏幕没有那么糟  刻意对比还是有差的,0.57886171947068
相信苹果的品控和京东的品质，到货后快递小哥主动帮忙开箱验货，进行初始设置。用惯win的用os毫无压力，mac比其他苹果产品有更强的兼容性和人性化，似乎包容了一切格式。,0.5805537330502312
不太习惯这个系统，优点是轻薄，电池耐用,0.5815699352866229
给公司买的，非常快的速度就送到了！东西没的说,0.5881603499666207
好用好用，快递给力。好用好用，快递给力。好用好用，快递给力。好用好用，快递给力。好用好用，快递给力。真的是好东西，用了优惠券价格实惠，东东也给力！真棒！,0.5907220038990866
非常好，原装正品快递员送快递非常及时感谢京东。,0.5914897345815354
还在调试，挺好用的，第二次购买了，正在查验真伪。,0.5968623906836152
这次优惠比较大,0.5994917337604794
还没打开看 物流确实快,0.6000529111312951
哦你而来臆 Mr 糯米,0.6184777508821578
挺好的，今年三月份生产的，应该不会有什么问题吧，只是系统不熟悉哈哈,0.6193124567446744
京东自营 一如既往,0.622675434035139
好用，赶上打折，棒棒哒,0.6288022564931453
电脑还可以，做活动买的，比较优惠，唯一的缺点是，分辨率比较低，不大清晰,0.631200890968981
好&hellip;&hellip;,0.6317853705682674
好！！！！！！？？？,0.6317853705682674
还行，售后客服和处理态度不错，回应就是慢一定之外都好,0.6321440820610242
还没有卖怎么就要先晒图呢,0.6403674144259476
外贸协会人员必备，系统习惯中，边角位有点嫌疵但可接受,0.6461667322591149
电脑挺好，就是没有鼠标,0.6495098381291247
自己装了双系统  用着挺好的,0.6509894933569594
东西很尕玛,0.6518733974301124
使用了两个月，没有任何问题，活动的时候买的，便宜了1000,0.6520598077411934
给老婆买的,0.6546265824581307
好,0.6558628208940429
好用,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
非常好,0.6558628208940429
好,0.6558628208940429
非常好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
非常好,0.6558628208940429
好用,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
好,0.6558628208940429
帮朋友买的,0.6677094271647496
活动能省800块钱不错,0.6685045465237057
第一次在京东买东西速度很快，电脑也没问题。就是装了双系统感觉128g小了。想卖掉换256g的，都怪我之前没考虑好。还以为128g够了。才用了几天，装了双系统win8。有需要的加qq1003328910非诚勿扰,0.6690031920968634
不晓得是不是正品，就当正品了吧,0.6698384461529726
京东神速,0.6711912635630514
很不错，送货快，有问题客服还是给我换新了,0.672759409853003
非常满意。。。。。。。。。。。。。。。,0.6830586207056356
电送货很快，当天就到了，方便！,0.6832411915711523
非常喜欢的苹果笔记本，巳开始使用。快递很给力昨天下单今天上午收到。,0.6838418027390697
确实轻不少，下软件不太方便，都要购买,0.6846725287961481
用了一段时间了，感觉棒棒哒,0.6850461008227114
好的，比实体店便宜。,0.6890798985940318
操作很方便，质量非常好。,0.6922030165150986
用着舒服呀。,0.6947890818858563
领券减了很多,0.6970774830404907
还可以吧，比较好用,0.6986352350530262
还好,0.6986352350530262
喜欢,0.6994590939824207
喜欢,0.6994590939824207
公司买的，还在适用中,0.7008801573074934
送货快，商品完好无损，有保证,0.7050604738888369
相当满意,0.7053469852104663
满意,0.7053469852104663
非常满意,0.7053469852104663
为了拿京豆，统一评价！,0.7053562883863506
物流配送快，商品非常好,0.7140010399210154
使用中,0.7150301700493692
外观不错，符合苹果的作风，开机没有说的那么快，一般吧，后悔没买pro,0.7184521217747519
还行吧,0.7194444444444446
还行,0.7194444444444446
还行,0.7194444444444446
发货很快。隔天就收到。非常满意,0.7205796258100671
好好好好好好好好好好,0.7223268018185022
第二台了，很满意！,0.7255122013958766
目前还没有发现问题，一切OK。,0.7274492881360863
确实很好用 也是京东的老客户了 绝对好评,0.7283263995844799
快递小哥很不错。电脑也可以。,0.728833125783123
东西特别高,0.7294815762919528
第二次购买，买大件我还是选择京东,0.7311559427564159
物流非常给力，东西包装非常完整，东西心仪已久,0.7338507276189355
东西还行，快递很给力是大品牌,0.7356172468325547
哦不讲究哦啵啵哔陪你吧,0.736964473985726
非常非常的好。无法形容的表达。所以就一个字好好好。,0.7413304722882663
一直在京东买，特别好,0.7418836926766117
前天到的，看着不错，蛮好的，就是操作系统用不习惯，麻烦的很,0.7442054277223606
nice 正货,0.745079703420276
确实高颜值,0.7467728980799374
暂时用着还行 就是价格波动太大,0.7510394633085521
大爱啊，太漂亮了，做一般的开发完全够用了没必要买pro,0.7510674616135123
还可以。苹果的质量你懂的,0.7518120787695896
第一次用，不错哦，几天就,0.7537037799709035
女盆友 很喜欢,0.7547627858620528
轻便，续航强，不看电视，用两天没问题。,0.7549702188126887
好好好好，好好好好好好好好,0.755143198152283
好好好好好好好好好好好好,0.755143198152283
挺好的，原封，用了一段时间正常使用。,0.7553157066628401
一直用苹果！,0.7555555555555554
Apple MacBook Air 13.3英寸笔记本电脑 银色(Core i5 处理器/8GB内存/256GB SSD闪存 MMGG2CH/A)\n&yen;8488.00,0.7558143132751991
昨天买的，今天中午就收到了，速度真快,0.7570324869483428
很好。。。。。。。。。。,0.7609438730299719
挺好，就是有点不会用苹果电脑，不习惯,0.7626237471511582
不懂，我觉得不错,0.7636371439179098
京东的快递真是相当快了，第一次用苹果系统果然很好用,0.7650509618046146
之前一直就想种草Mac电脑，这个是二次问题商品重新购买的，第一次的时候电脑开机有闪屏，但是京东的服务非常到位，全程满意，处理也非常迅速,0.7654422673490476
好。        好,0.7658088675002498
玩游戏不知道怎么样，反正办公看电影什么的还可以！,0.7663050427715135
非常好用的产品。。。。不错。。。。。,0.76679259690038
电脑很好用,0.7671688163132101
很好，快递员辛苦,0.7690620109149399
这个价格正式最合的时候,0.7721479521142103
挺好的电脑，就是公司要发电脑感觉买多了,0.7726699288652817
刚买的，用的还不错，就是系统需要适应,0.7740240509266916
用一句话评价即可：用了苹果才知道，原来我以前用的都是假笔记本,0.7759549644917939
很好,0.7795229979671993
很好,0.7795229979671993
很好,0.7795229979671993
很好,0.7795229979671993
很好用,0.7795229979671993
很好,0.7795229979671993
很好用,0.7795229979671993
很好,0.7795229979671993
很好,0.7795229979671993
很好,0.7795229979671993
很好,0.7795229979671993
苹果电脑就是屌，给老婆买的，棒棒哒,0.7819895152317481
是全新的产品，快递员服务态度很好，正在使用中，再看看,0.7823743543128447
商品不错！装了双系统运行正常,0.7843084292584958
还是不错的，优惠了800元哦,0.7847238138774278
心心念念两年，终于到手，后悔没有早点买的，自带系统还需要时间适应，不打算换系统。,0.7860800687089844
东西物流都没话说,0.7867515279748624
包装完整，系统适应中。,0.7882218365271837
商品不错 好评,0.7915750926267462
不错，还在适应系统,0.7918646577726373
昨晚被一道神题考住，\n想了整整一宿&nbsp;:\n（&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;）+（&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;）&nbsp;+（&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;）＝24678&nbsp;\n让我填空，\n我算了半个多小时都不对，\n最后答案是这样的:&nbsp;&nbsp;\n（门前大桥下）+（游过一群鸭）+（快来快来数一数）=24678&nbsp;\n我到现在都不想说话，让我静静&hellip;&hellip;,0.7930485411808649
电脑不错，开机很快，系统不兼容迅雷，很扫兴,0.793195229110312
年会抽奖用，大家都很喜欢,0.7946495367637041
还不错         不过分辨率一般,0.7962284674703896
大品牌质量好。,0.797763284210579
已经买两个了。挺好用的。系统稳定,0.7992694906950419
全新没有拆封。正品。,0.7993477627413791
有质感,0.8
挺满意，比较好用，系统稍微有点不习惯，适应中,0.8005670610593125
送货快，之前出现的问题，经过几天的反馈最终都解决了，服务还说不错的,0.8010624350854283
送货快帮别人买的。,0.801661395628039
发货速度快，用了*，还是京东靠谱。,0.8024347307119817
很好，全新未开封，客服服务也很好不懂得就问她了，很满意,0.8028916670759102
好好好，帮朋友买的,0.8034389390074314
从微软直接转向苹果电脑大家庭。真是应该早点换，一分钱一分货！要是还有些其他的小赠品就好了。,0.804039627617991
正品，京东售后也有保障，给朋友安利无数次了。,0.8046640359059771
东西用了一段时间才评价，挺好,0.8053284572803131
还不错。。。。,0.8065768970145747
赶上满减卷优惠了很多，京东自营应该是真的吧，目前用起来很喜欢的。,0.8071107595386369
一直在jd买东西，速度快，东西好售后也及时,0.8092317316935704
很喜欢,0.8119454297664431
客户很满意，苹果电脑，客户一直的选择，每一年都卖很多台,0.8122363817099695
刚买收到货就又便宜了200元～京东真是够了，每次都是买完东西就便宜～～到底能不能价格有些保障啊？？？？？？？？？？,0.8127808597043273
没有抢上最便宜的价格，不过6388也算可以了,0.8139295387509101
昨天买的，今天一早就到了，京东就是快赞一个，晚上回家在研究，不知道能不能换win7系统,0.8141867642170983
送货及时，很好！,0.8143206779579049
打开之后有点味道，总的来说还不错，用完之后，追加评论,0.8148676826101978
很满意,0.8162086568048178
还没有用，但包装挺好的。,0.8187504101365944
官方正品,0.8189204819380844
非常满意 电脑生产日期是2017年的 用了序号查了一下 保修到2018年 还有电池循坏了二次 总体来说很满意 一直在京东购物 只是苹果系统真的太难用了,0.8208068559395322
一直在京东买东西，大件小件都有&hellip;&hellip;收到时原装正品未开封，已经使用4天后再来评价，很满意,0.8223389688506624
东西不错，下次再来,0.8248612536783979
正在用，还不知道性能怎么样呢,0.8255100811540378
比超市便宜,0.8278027277953975
给朋友买的！发货挺快的！她用着也不错！感觉没拆封！就没查什么激活  那些东西！信赖京东！就是买的有点贵！另一个朋友买的才6000多点！,0.8281998231292395
挺好的,0.8284246220999102
挺好的,0.8284246220999102
挺好的,0.8284246220999102
用着挺好的,0.8284246220999102
挺好的时候就是这样的时候,0.8284246220999102
挺好的,0.8284246220999102
挺好的,0.8284246220999102
送货很快，一天就到了,0.8325870088645861
棒的很，就是不太会用这个系统,0.8331695489140518
惊艳！,0.8333333333333333
一直都想拥有，今天终于得到了，不负所望！,0.8338055833428407
还可以，用用,0.8344199122274809
价格还可以，是全新的,0.8344908336911074
很喜欢价格也合理,0.8354914231922531
好好，很喜欢,0.8365667947265042
